,Movie Title,Director,Actor 1,Actor 2,Actor 3,Budget,Profit / Loss,IMDB Rating,Profitable
2106,Burnt ,John Wells,Bradley Cooper,Omar Sy,Riccardo Scamarcio,20000000.0,-6349262,6.6,0
2107,We're No Angels ,Neil Jordan,Robert De Niro,Demi Moore,James Russo,20000000.0,-9444652,6.0,0
2108,Everyone Says I Love You ,Woody Allen,Natasha Lyonne,Gaby Hoffmann,Jeff DeRocker,20000000.0,-10285518,6.8,0
2109,Death at a Funeral ,Frank Oz,Peter Dinklage,Ewen Bremner,Kris Marshall,9000000.0,-420316,7.4,0
2110,Death Sentence ,James Wan,Aisha Tyler,Kelly Preston,Edi Gathegi,20000000.0,-10474724,6.8,0
2111,Everybody's Fine ,Kirk Jones,Robert De Niro,James Frain,Brendan Sexton III,21000000.0,-12144354,7.2,0
2112,Superbabies: Baby Geniuses 2 ,Bob Clark,Scott Baio,Vanessa Angel,Peter Wingfield,20000000.0,-10890678,1.9,0
2113,The Man ,Les Mayfield,Miguel Ferrer,Susie Essman,Gigi Rice,33000000.0,-24673965,5.5,0
2114,Code Name: The Cleaner ,Les Mayfield,Callum Rennie,Will Patton,Cedric the Entertainer,20000000.0,-11895931,4.5,0
2115,Connie and Carla ,Michael Lembeck,Debbie Reynolds,Nia Vardalos,Dash Mihok,20000000.0,-11945720,6.3,0
2116,Inherent Vice ,Paul Thomas Anderson,Martin Dew,Katherine Waterston,Serena Scott Thomas,20000000.0,-11906682,6.7,0
2117,Doogal ,Dave Borthwick,Jimmy Fallon,Kylie Minogue,Jon Stewart,20000000.0,-12617007,2.8,0
2118,Battle of the Year ,Benson Lee,Chris Brown,Caity Lotz,Laz Alonso,20000000.0,-11111645,5.0,0
2119,An American Carol ,David Zucker,Chriss Anglin,Geoffrey Arend,Gary Coleman,12000000.0,-4998280,4.3,0
2120,Machete Kills ,Robert Rodriguez,Alexa PenaVega,Demián Bichir,Marko Zaror,20000000.0,-12731341,5.6,0
2121,Willard ,Glen Morgan,Laura Harring,Ty Olsson,Jackie Burroughs,22000000.0,-15147856,6.2,0
2122,Strange Wilderness ,Fred Wolf,Kevin Alejandro,Ashley Scott,Jeff Garlin,20000000.0,-13436643,5.3,0
2123,Topsy-Turvy ,Mike Leigh,Jim Broadbent,Dexter Fletcher,Lesley Manville,10000000.0,-3798243,7.4,0
2124,A Dangerous Method ,David Cronenberg,Michael Fassbender,Viggo Mortensen,Sarah Gadon,15000000.0,-9297917,6.5,0
2125,A Scanner Darkly ,Richard Linklater,Robert Downey Jr.,Keanu Reeves,Rory Cochrane,8700000.0,-3219004,7.1,0
2126,Chasing Mavericks ,Michael Apted,Gerard Butler,Abigail Spencer,Leven Rambin,20000000.0,-13997244,7.2,0
2127,Alone in the Dark ,Uwe Boll,Catherine Lough Haggquist,Darren Shahlavi,Karin Konoval,20000000.0,-14867345,2.3,0
2128,Bandslam ,Todd Graff,Scott Porter,Charlie Saxton,Ryan Donowho,20000000.0,-14794657,6.4,0
2129,Birth ,Jonathan Glazer,Cameron Bright,Anne Heche,Danny Huston,20000000.0,-14994117,6.1,0
2130,A Most Violent Year ,J.C. Chandor,David Oyelowo,Ashley Williams,Albert Brooks,20000000.0,-14250866,7.0,0
2131,Flash of Genius ,Marc Abraham,Dylan Authors,Bill Lake,Victoria Learn,20000000.0,-15765960,7.0,0
2132,I'm Not There. ,Todd Haynes,Christian Bale,Heath Ledger,Tyrone Benskin,20000000.0,-15998879,7.0,0
2133,The Cold Light of Day ,Mabrouk El Mechri,Henry Cavill,Bruce Willis,Óscar Jaenada,20000000.0,-16250939,4.9,0
2134,The Brothers Bloom ,Rian Johnson,Zachary Gordon,Maximilian Schell,Nora Zehetner,20000000.0,-16480373,6.9,0
2135,"Synecdoche, New York ",Charlie Kaufman,Philip Seymour Hoffman,Jennifer Jason Leigh,Samantha Morton,21000000.0,-17918075,7.5,0
2136,Princess Mononoke ,Hayao Miyazaki,Minnie Driver,Jada Pinkett Smith,Billy Crudup,2400000000.0,-2397701809,8.4,0
2137,Bon voyage ,Jean-Paul Rappeneau,Isabelle Adjani,Peter Coyote,Virginie Ledoyen,20000000.0,-17646272,6.9,0
2138,Can't Stop the Music ,Nancy Walker,Steve Guttenberg,Randy Jones,Caitlyn Jenner,20000000.0,-18000000,4.5,0
2139,The Proposition ,John Hillcoat,Ray Winstone,Noah Taylor,Danny Huston,2000000.0,-99275,7.4,0
2140,Courage ,Angelo Pizzo,Donny Boaz,Finn Wittrock,Brent Anderson,20000000.0,-17754000,7.0,0
2141,Marci X ,Richard Benjamin,Damon Wayans,Jane Krakowski,Paula Garcés,20000000.0,-18353336,2.8,0
2142,Equilibrium ,Kurt Wimmer,Christian Bale,Emily Watson,Sean Pertwee,20000000.0,-18809982,7.5,0
2143,The Children of Huang Shi ,Roger Spottiswoode,Radha Mitchell,Guang Li,Matthew Walker,40000000.0,-38972251,7.1,0
2144,The Yards ,James Gray,Charlize Theron,Ellen Burstyn,Faye Dunaway,24000000.0,-23117290,6.4,0
2145,By the Sea ,Angelina Jolie Pitt,Brad Pitt,Angelina Jolie Pitt,Melvil Poupaud,10000000.0,-9468991,5.3,0
2146,Steamboy ,Katsuhiro Ôtomo,William Hootkins,Robin Atkin Downes,Rosalind Ayres,2127519898.0,-2127109510,6.9,0
2147,The Game of Their Lives ,David Anspaugh,Gerard Butler,Costas Mandylor,Jimmy Jean-Louis,20000000.0,-19624526,6.2,0
2148,Rapa Nui ,Kevin Reynolds,Esai Morales,Jason Scott Lee,Sandrine Holt,20000000.0,-19694930,6.4,0
2149,Dylan Dog: Dead of Night ,Kevin Munroe,Marco St. John,Laura Spencer,Anita Briem,20000000.0,-18816646,5.1,0
2150,People I Know ,Daniel Algrant,Al Pacino,Richard Schiff,Mark Webber,22000000.0,-21878028,5.5,0
2151,The Tempest ,Julie Taymor,Djimon Hounsou,Reeve Carney,Tom Conti,20000000.0,-19736635,5.4,0
2152,The Painted Veil ,John Curran,Toby Jones,Sally Hawkins,Alan David,19400000.0,-11352310,7.5,0
2153,The Baader Meinhof Complex ,Uli Edel,Moritz Bleibtreu,Alexandra Maria Lara,Martina Gedeck,20000000.0,-19523730,7.4,0
2154,Dances with Wolves ,Kevin Costner,Mary McDonnell,Michael Spears,Maury Chaykin,22000000.0,162208848,8.0,1
2155,Bad Teacher ,Jake Kasdan,Justin Timberlake,John Michael Higgins,Phyllis Smith,20000000.0,80292856,5.7,1
2156,Sea of Love ,Harold Becker,Al Pacino,Michael O'Neill,Ellen Barkin,19000000.0,39571513,6.8,1
2157,A Cinderella Story ,Mark Rosman,Dan Byrd,Lin Shaye,Julie Gonzalo,20000000.0,31431160,5.9,1
2158,Scream ,Wes Craven,David Arquette,W. Earl Brown,Roger Jackson,15000000.0,88001286,7.2,1
2159,Thir13en Ghosts ,Steve Beck,Shannon Elizabeth,Embeth Davidtz,F. Murray Abraham,20000000.0,21867960,5.5,1
2160,Back to the Future ,Robert Zemeckis,Lea Thompson,Thomas F. Wilson,J.J. Cohen,19000000.0,191609762,8.5,1
2161,House on Haunted Hill ,William Malone,Jeffrey Combs,Peter Gallagher,Bridgette Wilson-Sampras,19000000.0,21846082,5.6,1
2162,I Can Do Bad All by Myself ,Tyler Perry,Eric Mendenhall,Mary J. Blige,Hope Olaide Wilson,13000000.0,38697449,4.1,1
2163,The Switch ,Josh Gordon,Caroline Dhavernas,Scott Elrod,Kelli Barrett,19000000.0,8758465,6.1,1
2164,Just Married ,Shawn Levy,Taran Killam,David Agranov,David Moscow,18000000.0,38127162,5.4,1
2165,The Devil's Double ,Lee Tamahori,Mem Ferda,Dominic Cooper,Ludivine Sagnier,15000000.0,-13642958,7.1,0
2166,Thomas and the Magic Railroad ,Britt Allcroft,Mara Wilson,Colm Feore,Peter Fonda,19000000.0,-3088667,3.6,0
2167,The Crazies ,Breck Eisner,Radha Mitchell,Glenn Morshower,John Aylward,20000000.0,19103378,6.5,1
2168,Spirited Away ,Hayao Miyazaki,Bunta Sugawara,Ryûnosuke Kamiki,Miyu Irino,19000000.0,-8950114,8.6,0
2169,The Bounty ,Roger Donaldson,Liam Neeson,Anthony Hopkins,Laurence Olivier,25000000.0,-16400000,7.0,0
2170,The Book Thief ,Brian Percival,Emily Watson,Sophie Nélisse,Roger Allam,19000000.0,2483154,7.6,1
2171,Sex Drive ,Sean Anders,Katrina Bowden,Michael Cudlitz,Alice Greczyn,19000000.0,-10603058,6.5,0
2172,Leap Year ,Anand Tucker,Adam Scott,Kaitlin Olson,Dominique McElligott,19000000.0,-18987439,6.4,0
2173,Take Me Home Tonight ,Michael Dowse,Topher Grace,Michael Biehn,Dan Fogler,23000000.0,-16076109,6.3,0
2174,The Nutcracker ,Emile Ardolino,Darci Kistler,Kyra Nichols,Margaret Tracey,19000000.0,-16880006,5.7,0
2175,Kansas City ,Robert Altman,Steve Buscemi,Jennifer Jason Leigh,Miranda Richardson,19000000.0,-17707473,6.3,0
2176,The Amityville Horror ,Andrew Douglas,Jimmy Bennett,Chloë Grace Moretz,Ryan Reynolds,19000000.0,45255243,6.0,1
2177,Adaptation. ,Spike Jonze,Nicolas Cage,Meryl Streep,Roger Willie,19000000.0,3245861,7.7,1
2178,Land of the Dead ,George A. Romero,Tony Nappo,Shawn Roberts,Pedro Miguel Arce,15000000.0,5433940,6.2,1
2179,Fear and Loathing in Las Vegas ,Terry Gilliam,Johnny Depp,Michael Jeter,Ellen Barkin,18500000.0,-7937613,7.7,0
2180,The Invention of Lying ,Ricky Gervais,Jennifer Garner,Tina Fey,Martin Starr,18500000.0,-60918,6.4,0
2181,Neighbors ,Nicholas Stoller,Craig Roberts,Carla Gallo,Ike Barinholtz,18000000.0,132056505,6.4,1
2182,The Mask ,Chuck Russell,Peter Greene,Amy Yasbeck,Reg E. Cathey,18000000.0,101938730,6.9,1
2183,Big ,Penny Marshall,Tom Hanks,Jon Lovitz,John Heard,18000000.0,96968774,7.3,1
2184,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan ,Larry Charles,Luenell,Ken Davitian,Chester,18000000.0,110505958,7.3,1
2185,Legally Blonde ,Robert Luketic,Linda Cardellini,Raquel Welch,Alanna Ubach,18000000.0,77001351,6.2,1
2186,Star Trek III: The Search for Spock ,Leonard Nimoy,Leonard Nimoy,Nichelle Nichols,Walter Koenig,17000000.0,59400000,6.6,1
2187,The Exorcism of Emily Rose ,Scott Derrickson,Tom Wilkinson,Colm Feore,JR Bourne,20000000.0,55072454,6.7,1
2188,Deuce Bigalow: Male Gigolo ,Mike Mitchell,Amy Poehler,Eddie Griffin,Bree Turner,17000000.0,48535067,5.7,1
2189,Left Behind ,Vic Armstrong,Nicolas Cage,Lea Thompson,Quinton Aaron,16000000.0,-2001718,3.1,0
2190,The Family Stone ,Thomas Bezucha,Craig T. Nelson,Paul Schneider,Tyrone Giordano,17000000.0,-10938241,6.3,0
2191,Barbershop 2: Back in Business ,Kevin Rodney Sullivan,Harry Lennix,Sean Patrick Thomas,Kenan Thompson,18000000.0,46955956,5.7,1
2192,Bad Santa ,Terry Zwigoff,Bernie Mac,Tony Cox,Alex Borstein,18000000.0,42057639,7.1,1
2193,Austin Powers: International Man of Mystery ,Jay Roach,Will Ferrell,Charles Napier,Robert Wagner,17000000.0,36868030,7.0,1
2194,My Big Fat Greek Wedding 2 ,Kirk Jones,Nia Vardalos,Louis Mandylor,Joey Fatone,18000000.0,41573085,6.1,1
2195,Diary of a Wimpy Kid: Rodrick Rules ,David Bowers,Zachary Gordon,Rachael Harris,Fran Kranz,21000000.0,31691009,6.6,1
2196,Predator ,John McTiernan,Shane Black,Bill Duke,Carl Weathers,15000000.0,44735548,7.8,1
2197,Amadeus ,Milos Forman,Jeffrey Jones,F. Murray Abraham,Tom Hulce,18000000.0,33600000,8.3,1
2198,Prom Night ,Nelson McCormick,Ming-Na Wen,Scott Porter,Collins Pennie,20000000.0,23818159,3.9,1
2199,Mean Girls ,Mark Waters,Tina Fey,Amy Poehler,Neil Flynn,17000000.0,69049418,7.0,1
2200,Under the Tuscan Sun ,Audrey Wells,Raoul Bova,Lindsay Duncan,Mario Monicelli,18000000.0,25601508,6.7,1
2201,Gosford Park ,Robert Altman,Kristin Scott Thomas,Bob Balaban,Tom Hollander,19800000.0,21500105,7.3,1
2202,Peggy Sue Got Married ,Francis Ford Coppola,Nicolas Cage,Kathleen Turner,Joan Allen,18000000.0,23382841,6.3,1
2203,Birdman or (The Unexpected Virtue of Ignorance) ,Alejandro G. Iñárritu,Emma Stone,Naomi Watts,Merritt Wever,18000000.0,24335698,7.8,1
2204,Blue Jasmine ,Woody Allen,Sally Hawkins,Charlie Tahan,Andrew Dice Clay,18000000.0,15404871,7.3,1
2205,United 93 ,Paul Greengrass,Christian Clemenson,David Alan Basche,Susan Blommaert,15000000.0,16471430,7.6,1
2206,Honey ,Bille Woodruff,Christian Monzon,Mekhi Phifer,Romeo Miller,25000000.0,5222640,5.3,1
2207,Glory ,Edward Zwick,Denzel Washington,Morgan Freeman,Matthew Broderick,18000000.0,8830000,7.9,1
2208,Spy Hard ,Rick Friedberg,Hulk Hogan,Barry Bostwick,Nicollette Sheridan,18000000.0,8906039,5.3,1
2209,The Fog ,John Carpenter,Jamie Lee Curtis,Hal Holbrook,Janet Leigh,1000000.0,20378000,6.8,1
2210,Soul Surfer ,Sean McNamara,Dennis Quaid,Chris Brochu,Craig T. Nelson,18000000.0,25853424,7.1,1
2211,Observe and Report ,Jody Hill,Collette Wolfe,Celia Weston,Dan Bakkedahl,18000000.0,5993605,5.8,1
2212,Conan the Destroyer ,Richard Fleischer,Mako,Olivia d'Abo,Grace Jones,18000000.0,8400000,5.8,1
2213,Raging Bull ,Martin Scorsese,Robert De Niro,Cathy Moriarty,Frank Vincent,18000000.0,-17954750,8.3,0
2214,Love Happens ,Brandon Camp,Judy Greer,Sasha Alexander,Frances Conroy,18000000.0,4927390,5.6,1
2215,Young Sherlock Holmes ,Barry Levinson,Nicholas Rowe,Roger Ashton-Griffiths,Freddie Jones,18000000.0,-13749680,6.8,0
2216,Fame ,Kevin Tancharoen,Kelsey Grammer,Kay Panabaker,Megan Mullally,18000000.0,4452209,5.0,1
2217,127 Hours ,Danny Boyle,James Franco,Treat Williams,Kate Burton,18000000.0,329466,7.6,1
2218,Small Time Crooks ,Woody Allen,Woody Allen,Jon Lovitz,Michael Rapaport,18000000.0,-928770,6.7,0
2219,Center Stage ,Nicholas Hytner,Amanda Schull,Susan May Pratt,Ethan Stiefel,18000000.0,-825130,6.7,0
2220,Love the Coopers ,Jessie Nelson,Olivia Wilde,Alex Borstein,Timothée Chalamet,17000000.0,9284475,5.7,1
2221,Catch That Kid ,Bart Freundlich,Kristen Stewart,Corbin Bleu,Kevin G. Schmidt,18000000.0,-1297136,5.2,0
2222,Life as a House ,Irwin Winkler,Ian Somerhalder,Hayden Christensen,Kristin Scott Thomas,18000000.0,-2438373,7.5,0
2223,Steve Jobs ,Danny Boyle,Kate Winslet,Michael Fassbender,Michael Stuhlbarg,30000000.0,-12249417,7.2,0
2224,"I Love You, Beth Cooper ",Chris Columbus,Alan Ruck,Marie Avgeropoulos,Shawn Roberts,18000000.0,-3206096,5.3,0
2225,Youth in Revolt ,Miguel Arteta,Steve Buscemi,Ari Graynor,Fred Willard,18000000.0,-2718714,6.5,0
2226,The Legend of the Lone Ranger ,William A. Fraker,Jason Robards,Richard Farnsworth,Michael Horse,18000000.0,-10000000,5.0,0
2227,The Tailor of Panama ,John Boorman,Daniel Radcliffe,Jamie Lee Curtis,Mark Margolis,18000000.0,-4508347,6.1,0
2228,Getaway ,Courtney Solomon,Rebecca Budig,Paul Freeman,Bruce Payne,18000000.0,-7505506,4.4,0
2229,The Ice Storm ,Ang Lee,Joan Allen,Kate Burton,Henry Czerny,18000000.0,-10162368,7.5,0
2230,And So It Goes ,Rob Reiner,Yaya DaCosta,Annie Parisse,Frankie Valli,18000000.0,-2844228,5.7,0
2231,Troop Beverly Hills ,Jeff Kanew,Craig T. Nelson,Shelley Long,Kellie Martin,18000000.0,-9491157,5.5,0
2232,Being Julia ,István Szabó,Miriam Margolyes,Shaun Evans,Juliet Stevenson,18000000.0,-10260951,7.1,0
2233,9½ Weeks ,Adrian Lyne,David Margulies,Karen Young,Kim Chan,17000000.0,-10265156,5.9,0
2234,Dragonslayer ,Matthew Robbins,Ian McDiarmid,Ralph Richardson,Albert Salmi,18000000.0,-12000000,6.7,0
2235,The Last Station ,Michael Hoffman,David Masterson,Kerry Condon,Anne-Marie Duff,13000000.0,-6384422,7.0,0
2236,Ed Wood ,Tim Burton,Johnny Depp,Bill Murray,Martin Landau,18000000.0,-12112543,7.9,0
2237,Labor Day ,Jason Reitman,J.K. Simmons,Kate Winslet,Brooke Smith,18000000.0,-4637692,6.9,0
2238,Mongol: The Rise of Genghis Khan ,Sergey Bodrov,Tadanobu Asano,Khulan Chuluun,Honglei Sun,20000000.0,-14298357,7.3,0
2239,RocknRolla ,Guy Ritchie,Tom Hardy,Gerard Butler,Tom Wilkinson,18000000.0,-12305599,7.3,0
2240,Megaforce ,Hal Needham,Barry Bostwick,Michael Beck,Henry Silva,20000000.0,-14666342,3.5,0
2241,Hamlet ,Kenneth Branagh,Julie Christie,Brian Blessed,Richard Briers,18000000.0,-13585465,7.8,0
2242,Midnight Special ,Jeff Nichols,Kirsten Dunst,Sam Shepard,Paul Sparks,18000000.0,-14292206,6.7,0
2243,Anything Else ,Woody Allen,Woody Allen,Stockard Channing,Fisher Stevens,18000000.0,-14796956,6.4,0
2244,The Railway Man ,Jonathan Teplitzky,Jeremy Irvine,Colin Firth,Sam Reid,18000000.0,-13564917,7.1,0
2245,The White Ribbon ,Michael Haneke,Ulrich Tukur,Burghart Klaußner,Leonie Benesch,12000000.0,-9777353,7.8,0
2246,The Wraith ,Mike Marvin,Clint Howard,Randy Quaid,Nick Cassavetes,2700000.0,800000,5.9,1
2247,The Salton Sea ,D.J. Caruso,Adam Goldberg,Meat Loaf,Anthony LaPaglia,18000000.0,-17323302,7.2,0
2248,One Man's Hero ,Lance Hool,Tom Berenger,Joaquim de Almeida,Mark Moses,11350000.0,-11120689,6.2,0
2249,Renaissance ,Christian Volckman,Romola Garai,Catherine McCormack,Kevork Malikyan,14000000.0,-13936740,6.7,0
2250,Superbad ,Greg Mottola,Emma Stone,Joe Lo Truglio,Kevin Corrigan,20000000.0,101463226,7.6,1
2251,Step Up 2: The Streets ,Jon M. Chu,Cassie Ventura,Mari Koda,Luis Rosado,23000000.0,35006147,6.2,1
2252,Hoodwinked! ,Cory Edwards,Anne Hathaway,Chazz Palminteri,Jim Belushi,17500000.0,33553787,6.5,1
2253,Hotel Rwanda ,Terry George,Don Cheadle,Sophie Okonedo,Hakeem Kae-Kazim,17500000.0,5972900,8.1,1
2254,Hitman ,Xavier Gens,Henry Ian Cusick,Dougray Scott,Ulrich Thomsen,24000000.0,15687528,6.3,1
2255,Black Nativity ,Kasi Lemmons,Jennifer Hudson,Mary J. Blige,Vondie Curtis-Hall,17500000.0,-10482822,4.4,0
2256,City of Ghosts ,Matt Dillon,Kirk Fox,Shawn Andrews,Rob Campbell,17500000.0,-17174509,6.0,0
2257,The Others ,Alejandro Amenábar,Fionnula Flanagan,Elaine Cassidy,Eric Sykes,17000000.0,79471845,7.6,1
2258,Aliens ,James Cameron,Michael Biehn,Carrie Henn,Jenette Goldstein,18500000.0,66700000,8.4,1
2259,My Fair Lady ,George Cukor,Jeremy Brett,Rex Harrison,Theodore Bikel,17000000.0,55000000,7.9,1
2260,I Know What You Did Last Summer ,Jim Gillespie,Muse Watson,Sarah Michelle Gellar,Anne Heche,17000000.0,55219395,5.6,1
2261,Let's Be Cops ,Luke Greenfield,Rob Riggle,Damon Wayans Jr.,James D'Arcy,17000000.0,65389560,6.5,1
2262,Sideways ,Alexander Payne,Virginia Madsen,Patrick Gallagher,M.C. Gainey,12000000.0,59502303,7.5,1
2263,Beerfest ,Jay Chandrasekhar,Chris Moss,Owain Yeoman,Jay Chandrasekhar,17500000.0,1679969,6.3,1
2264,Halloween ,John Carpenter,Jamie Lee Curtis,Donald Pleasence,P.J. Soles,300000.0,46700000,7.9,1
2265,Hero ,Yimou Zhang,Jet Li,Tony Chiu Wai Leung,Maggie Cheung,31000000.0,-30915039,7.9,0
2266,Good Boy! ,John Hoffman,Liam Aiken,Molly Shannon,Kevin Nealon,17000000.0,20566230,5.1,1
2267,The Best Man Holiday ,Malcolm D. Lee,Harold Perrineau,Sanaa Lathan,Eddie Cibrian,17000000.0,53492685,6.7,1
2268,Smokin' Aces ,Joe Carnahan,Ryan Reynolds,Common,Alex Rocco,17000000.0,18635046,6.7,1
2269,Saw 3D: The Final Chapter ,Kevin Greutert,Costas Mandylor,Gina Holden,Betsy Russell,20000000.0,25670855,5.6,1
2270,40 Days and 40 Nights ,Michael Lehmann,Emmanuelle Vaugier,Vinessa Shaw,Paulo Costanzo,17000000.0,20939782,5.6,1
2271,TRON: Legacy ,Joseph Kosinski,Jeff Bridges,Olivia Wilde,James Frain,170000000.0,2051787,6.8,1
2272,A Night at the Roxbury ,John Fortenberry,Will Ferrell,Chris Kattan,Dan Hedaya,17000000.0,13324946,6.2,1
2273,Beastly ,Daniel Barnz,Alex Pettyfer,Mary-Kate Olsen,Erik Knudsen,17000000.0,10854896,5.6,1
2274,The Hills Have Eyes ,Alexandre Aja,Dan Byrd,Greg Nicotero,Vinessa Shaw,15000000.0,26777564,6.4,1
2275,Dickie Roberts: Former Child Star ,Sam Weisman,Kevin Grevioux,Jenna Boyd,Mary McCormack,17000000.0,5734486,5.6,1
2276,"McFarland, USA ",Niki Caro,Morgan Saylor,Valente Rodriguez,Diana Maria Riva,17000000.0,27469602,7.4,1
2277,Pitch Perfect ,Jason Moore,Anna Kendrick,Hana Mae Lee,Ben Platt,17000000.0,47998368,7.2,1
2278,Summer Catch ,Michael Tollin,Marc Blucas,Brian Dennehy,Bruce Davison,34000000.0,-14306109,4.9,0
2279,A Simple Plan ,Sam Raimi,Gary Cole,Bridget Fonda,Chelcie Ross,17000000.0,-688237,7.5,0
2280,They ,Robert Harmon,Alexander Gould,Ethan Embry,Marc Blucas,17000000.0,-4306379,4.8,0
2281,Larry the Cable Guy: Health Inspector ,Trent Cooper,Thomas F. Wilson,Larry the Cable Guy,Megyn Price,4000000.0,11655665,3.1,1
2282,The Adventures of Elmo in Grouchland ,Gary Halvorson,Vanessa Williams,Kevin Clash,Caroll Spinney,17000000.0,-5365542,5.8,0
2283,Brooklyn's Finest ,Antoine Fuqua,Don Cheadle,Lili Taylor,Armando Riesco,17000000.0,10154426,6.7,1
2284,Evil Dead ,Fede Alvarez,Lou Taylor Pucci,Elizabeth Blackmore,Ellen Sandweiss,17000000.0,37239856,6.5,1
2285,My Life in Ruins ,Donald Petrie,Nia Vardalos,Harland Williams,Rachel Dratch,17000000.0,-8337682,5.9,0
2286,American Dreamz ,Paul Weitz,Judy Greer,Dennis Quaid,Chris Klein,19000000.0,-11843275,5.5,0
2287,Superman IV: The Quest for Peace ,Sidney J. Furie,Jim Broadbent,Margot Kidder,William Hootkins,17000000.0,-1318980,3.6,0
2288,Running Scared ,Wayne Kramer,Paul Walker,Chazz Palminteri,Ivana Milicevic,17000000.0,-10144863,7.4,0
2289,Shanghai Surprise ,Jim Goddard,Victor Wong,Paul Freeman,Clyde Kusatsu,17000000.0,-14684317,3.0,0
2290,The Illusionist ,Neil Burger,Rufus Sewell,Eddie Marsan,Jake Wood,16000000.0,23825798,7.6,1
2291,Roar ,Noel Marshall,Tippi Hedren,Melanie Griffith,Zakes Mokae,17000000.0,-15000000,6.4,0
2292,Veronica Guerin ,Joel Schumacher,Brenda Fricker,David Murray,Gerard McSorley,17000000.0,-15430082,6.9,0
2293,Southland Tales ,Richard Kelly,Janeane Garofalo,Curtis Armstrong,Chris Andrew Ciulla,17000000.0,-16726580,5.5,0
2294,The Apparition ,Todd Lincoln,Julianna Guill,Rick Gomez,Tim Williams,17000000.0,-12069202,4.1,0
2295,My Girl ,Howard Zieff,Macaulay Culkin,Jamie Lee Curtis,Griffin Dunne,16500000.0,43347242,6.8,1
2296,Fur: An Imaginary Portrait of Diane Arbus ,Steven Shainberg,Robert Downey Jr.,Ty Burrell,Matt Servitto,16800000.0,-16579086,6.5,0
2297,The Illusionist ,Neil Burger,Rufus Sewell,Eddie Marsan,Jake Wood,16000000.0,23825798,7.6,1
2298,Wall Street ,Oliver Stone,Hal Holbrook,Tamara Tunie,James Karen,15000000.0,28848100,7.4,1
2299,Sense and Sensibility ,Ang Lee,Alan Rickman,Kate Winslet,Tom Wilkinson,16500000.0,26200000,7.7,1
2300,Becoming Jane ,Julian Jarrold,Anne Hathaway,Julie Walters,Laurence Fox,16500000.0,2163911,7.1,1
2301,Sydney White ,Joe Nussbaum,Danny Strong,Matt Long,Samm Levine,16500000.0,-4797910,6.3,0
2302,House of Sand and Fog ,Vadim Perelman,Frances Fisher,Kim Dickens,Ron Eldard,15000000.0,-1994515,7.6,0
2303,Dead Poets Society ,Peter Weir,Robin Williams,Josh Charles,Kurtwood Smith,16400000.0,79460116,8.0,1
2304,Dumb & Dumber ,Peter Farrelly,Lauren Holly,Mike Starr,Teri Garr,16000000.0,111175354,7.3,1
2305,When Harry Met Sally... ,Rob Reiner,Bruno Kirby,Gretchen Palmer,Harley Jane Kozak,16000000.0,76823600,7.6,1
2306,The Verdict ,Sidney Lumet,Charlotte Rampling,James Mason,Jack Warden,16000000.0,38000000,7.8,1
2307,Road Trip ,Todd Phillips,Ethan Suplee,Rachel Blanchard,Paulo Costanzo,15600000.0,52925609,6.5,1
2308,Varsity Blues ,Brian Robbins,Paul Walker,Ron Lester,Mark Walters,16000000.0,36885587,6.4,1
2309,The Artist ,Michel Hazanavicius,Bérénice Bejo,Ed Lauter,Beth Grant,15000000.0,29667095,8.0,1
2310,The Unborn ,David S. Goyer,Gary Oldman,Atticus Shaffer,Rachel Brosnahan,16000000.0,26638165,4.8,1
2311,Moonrise Kingdom ,Wes Anderson,Bruce Willis,Bill Murray,Bob Balaban,16000000.0,29507053,7.8,1
2312,The Texas Chainsaw Massacre: The Beginning ,Jonathan Liebesman,Matt Bomer,Jordana Brewster,Lew Temple,16000000.0,23511038,5.9,1
2313,The Young Messiah ,Cyrus Nowrasteh,Clive Russell,Vincent Walsh,Finn Ireland,18500000.0,-12037424,5.4,0
2314,The Master of Disguise ,Perry Andelin Blake,Jennifer Esposito,Kenan Thompson,James Brolin,16000000.0,24363530,3.3,1
2315,Pan's Labyrinth ,Guillermo del Toro,Ivana Baquero,Maribel Verdú,Sergi López,13500000.0,24123143,8.2,1
2316,See Spot Run ,John Whitesell,Leslie Bibb,Angus T. Jones,Paul Sorvino,35000000.0,-1642524,5.4,0
2317,Baby Boy ,John Singleton,Mo'Nique,Snoop Dogg,Angell Conwell,16000000.0,12734552,6.4,1
2318,The Roommate ,Christian E. Christiansen,Leighton Meester,Danneel Ackles,Frances Fisher,16000000.0,21300107,4.8,1
2319,Joe Dirt ,Dennie Gordon,Brittany Daniel,Erik Per Sullivan,Fred Ward,17700000.0,9387695,5.9,1
2320,Double Impact ,Sheldon Lettich,Bolo Yeung,Alonna Shaw,Kamel Krifa,15000000.0,15102717,5.5,1
2321,Hot Fuzz ,Edgar Wright,Bill Bailey,Joe Cornish,Billie Whitelaw,8000000.0,15618786,7.9,1
2322,The Women ,Diane English,Jada Pinkett Smith,Debi Mazar,Debra Messing,16500000.0,10396744,4.9,1
2323,Vicky Cristina Barcelona ,Woody Allen,Scarlett Johansson,Kevin Dunn,Christopher Evan Welch,15500000.0,7713577,7.2,1
